ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE
4241,2016-02-19 00:33:04,13.027066,80.248117,12.893628,80.149219,taxi non ac,5,14,28,23,254.62
4243,2016-12-03 13:04:21,22.564503,88.430071,22.647856,88.403943,taxi non Ac,7,2,2,27,332.09
4246,2015-08-25 23:19:01,22.60931,88.401181,22.469145,88.383288,taxi Non ac,14,19,33,35,498.04
4255,2015-02-09 07:12:18,12.951699,80.254362,12.913616,80.176289,Taxi Non AC,14,2,3,20,214.1
4260,2016-09-25 19:37:52,12.869903,77.685191,12.944796,77.685046,taxi Non ac,21,9,8,38,209.95
4263,2016-02-12 00:01:01,12.921675,77.474156,13.033099,77.560713,taxi non ac,26,13,4,42,219.72
4278,2015-11-08 00:16:13,19.176614,72.856729,19.034359,72.868506,Taxi Non AC,25,5,16,20,367.06
4284,2016-11-02 07:49:08,25.311155,82.999234,25.364382,82.994976,Taxi non Ac,19,4,59,48,1113.38
4286,2016-05-05 05:21:30,19.175146,72.859105,19.203992,72.870445,taxi non ac,21,16,1,31,569.18
4300,2016-05-06 02:12:27,28.713656,77.183115,28.765328,77.074684,taxi Non Ac,12,5,4,14,312.01
4301,2015-03-14 03:21:55,12.955755,80.204469,13.145536,80.238668,taxi Non Ac,28,9,36,27,310.66
4308,2016-01-28 00:40:39,28.689992,77.154842,28.631876,77.129701,Taxi non Ac,14,17,23,39,1582
4318,2016-05-06 02:42:22,25.374404,83.021427,25.331496,82.978153,Taxi non Ac,24,13,77,47,1095.59
4325,2015-03-04 00:34:20,22.714784,88.375516,22.573811,88.447109,taxi Non ac,11,6,1,35,467.36
4326,2016-07-18 13:03:19,28.662984,76.983622,28.56346,77.14404,Taxi non ac,11,8,13,29,599.19
4337,2015-06-05 23:44:32,28.656512,77.010894,28.556974,77.133058,Taxi non ac,7,11,1,27,598.54
4341,2015-04-02 22:22:59,25.360734,82.996732,25.320127,83.000173,Taxi Non AC,16,1,22,31,683.52
4343,2015-03-26 08:13:35,13.050946,80.215209,12.994083,80.200329,Taxi non Ac,26,4,18,17,186.73
4349,2016-01-17 07:37:13,13.017894,80.237447,13.048262,80.238728,taxi Non ac,17,0,29,28,304.59
4364,2015-05-15 07:18:05,25.318503,82.994387,25.324494,82.977857,taxi non Ac,12,17,5,3,84.63
4376,2015-11-27 01:38:31,13.086985,80.228896,13.071338,80.255027,Taxi non ac,21,12,59,32,363.05
4395,2016-11-08 08:22:35,25.291464,83.003429,25.306638,82.973203,taxi Non Ac,13,3,30,32,729.81
4397,2015-12-18 01:33:51,12.995725,80.164602,12.88142,80.249167,Taxi Non AC,2,11,42,31,355.52
4401,2015-09-13 06:40:56,28.6917,77.074629,28.738832,77.125667,taxi Non Ac,17,11,11,16,360.19
4408,2015-10-15 09:20:18,25.368137,83.021679,25.332874,83.005117,Taxi Non AC,5,6,23,22,471.03
4417,2016-02-01 13:59:02,25.305387,82.997589,25.310059,82.995469,Taxi Non AC,1,16,10,30,630.58
4432,2016-10-10 21:02:17,13.080514,80.164805,12.995729,80.193505,taxi non ac,10,19,33,40,451.07
4444,2015-03-25 09:05:08,22.508899,88.404877,22.646432,88.421091,Taxi non Ac,21,19,28,37,469.3
4464,2016-11-27 12:25:42,12.903649,77.571188,13.124157,77.47056,Taxi non ac,19,13,24,47,486.9
4470,2016-03-15 01:36:00,25.307802,82.987193,25.368915,82.994212,Taxi Non AC,16,16,16,19,451.85
4475,2015-05-04 11:35:09,25.292232,82.979949,25.280461,83.009178,Taxi non Ac,20,10,3,8,171.36
4480,2016-06-12 06:19:11,25.267734,82.970822,25.262781,82.976379,taxi Non ac,25,14,7,22,488.53
4484,2015-01-17 10:06:37,25.342928,82.969549,25.26434,82.995322,Taxi non ac,10,17,8,12,258.88
4489,2016-10-20 03:37:20,28.642729,77.223759,28.592492,77.153865,taxi Non ac,23,0,21,98,676.5
4490,2016-02-04 20:59:16,28.756552,77.116061,28.727047,77.131122,taxi non Ac,2,10,8,9,192.22
4498,2016-12-27 23:09:55,28.720716,77.074829,28.636114,77.125016,taxi Non Ac,12,16,29,34,784.89
4502,2016-03-23 09:05:12,13.122197,77.487427,13.138289,77.474263,taxi non ac,3,5,5,4,43.51
4520,2015-03-03 07:05:04,25.370131,82.964525,25.351612,82.977163,taxi non ac,10,19,20,47,1063.35
4528,2015-05-10 04:52:04,13.038031,77.621015,13.135261,77.678324,taxi non ac,28,16,2,14,160.97
4530,2015-09-23 11:12:11,28.726617,77.180718,28.652904,77.194123,Taxi Non AC,2,5,30,24,509.8
4541,2015-08-20 19:15:34,13.064819,77.620455,13.126188,77.701702,taxi Non ac,7,0,6,24,244.22
4548,2016-07-14 12:21:09,25.357025,82.975211,25.340464,82.974657,taxi Non Ac,7,16,0,29,592.84
4558,2015-10-27 15:07:36,19.067131,72.857109,19.09422,72.879777,taxi Non Ac,12,15,9,9,158.4
4568,2016-06-20 12:21:19,22.707779,88.439502,22.563222,88.382756,Taxi Non AC,16,7,14,21,262.59
4571,2016-08-01 23:57:39,19.116473,72.869563,19.128532,72.862855,taxi Non Ac,27,10,14,28,509.59
4575,2015-07-18 13:11:56,25.351037,82.976301,25.262796,82.982867,taxi non ac,27,5,23,19,401.06
4578,2015-05-16 01:04:03,13.08544,80.217928,13.022992,80.149421,Taxi non Ac,19,18,78,48,558.59
4589,2015-11-25 14:24:21,12.957791,77.511252,12.871487,77.676578,taxi Non Ac,4,5,51,45,490.46
4593,2016-04-28 22:49:12,13.101788,77.471053,12.849963,77.468972,taxi Non ac,18,0,0,38,422
4594,2015-03-12 08:42:44,19.223704,72.864557,19.114228,72.863996,taxi non ac,25,17,14,40,712.83
4599,2016-04-11 15:07:37,25.307476,82.989745,25.29728,82.972634,Taxi Non AC,20,0,25,21,432.44
4610,2016-01-22 01:37:39,,,13.169226,80.166262,Taxi non Ac,23,4,22,44,474.76
4625,2015-05-07 15:21:06,22.583577,88.375329,22.703157,88.421134,taxi Non Ac,18,8,29,33,422.74
4629,2015-12-01 07:15:43,25.315407,82.966238,25.364577,83.00037,taxi Non ac,3,14,8,15,354.93
4641,2016-09-16 08:24:24,19.022075,72.859472,19.145386,72.866626,taxi Non ac,13,8,64,44,842.81
4652,2015-08-19 05:41:55,22.454142,88.407816,22.520138,88.395274,Taxi Non AC,27,3,53,33,456.2
4659,2015-01-22 14:44:38,12.894587,77.5403,12.888107,77.715328,Taxi non Ac,25,10,4,22,229.41
4660,2016-09-17 14:46:55,19.161336,72.848725,19.225844,72.852225,taxi non Ac,29,18,31,34,569.24
4662,2015-07-22 08:32:04,22.616628,88.426849,22.707292,88.420493,Taxi Non AC,14,14,41,22,314.94
4666,2016-07-18 10:07:10,25.334969,83.01663,25.316266,82.973105,taxi non ac,21,6,15,40,799.08
4675,2015-11-17 05:04:16,22.685219,88.422137,22.500861,88.431033,Taxi non ac,13,17,33,32,438.19
4676,2015-07-19 00:26:36,,,,,taxi non Ac,18,18,10,15,282.33
4681,2016-11-15 05:21:40,28.734119,77.065919,28.741172,77.087204,Taxi Non AC,18,8,10,22,498.34
4682,2016-07-26 20:22:35,13.123877,80.225039,13.034497,80.142597,taxi non ac,21,12,44,31,313.38
4685,2016-09-02 05:53:19,12.936359,77.673258,12.850884,77.514127,taxi Non ac,15,7,18,44,507.15
4687,2015-01-05 02:18:26,13.028635,77.601912,13.095644,77.479111,Taxi non Ac,24,6,38,48,555.48
4688,2015-04-17 16:44:42,19.032269,72.84245,19.193501,72.841619,Taxi non ac,8,13,0,26,423.4
4696,2015-01-05 06:48:18,13.126156,77.556203,13.007377,77.587182,Taxi non Ac,10,0,31,36,409.86
4697,2016-02-15 01:26:24,13.08351,80.222874,13.099241,80.18693,taxi Non Ac,19,17,46,36,410.05
4701,2016-12-01 14:03:48,22.452985,88.406778,22.659515,88.387875,Taxi non ac,30,18,62,35,467.11
4706,2016-03-15 16:27:07,12.919357,77.509501,13.002252,77.615259,taxi non ac,20,10,22,37,398.5
4707,2015-02-02 13:33:31,28.556742,77.233276,28.67349,76.99524,taxi Non Ac,7,19,65,43,917.73
4709,2016-01-09 20:50:24,12.887487,77.578339,13.087539,77.664812,taxi non Ac,22,14,37,29,323.56
4710,2015-05-27 07:24:53,13.075798,80.247957,13.067018,80.239017,taxi non Ac,20,2,19,14,152.45
4714,2016-01-27 06:32:36,13.02171,80.259119,13.146248,80.254714,taxi non Ac,5,5,68,37,428.47
4716,2015-12-18 05:18:20,12.915035,77.656922,12.969471,77.599394,Taxi non Ac,19,0,32,41,476.73
4717,2015-10-02 15:22:59,25.261011,82.983247,25.263521,83.016403,Taxi non Ac,8,12,14,22,453.49
4752,2015-01-20 09:30:00,13.032401,77.702872,12.976188,77.632545,taxi non ac,17,3,33,36,386.14
4760,2015-11-17 13:57:35,13.121318,80.247019,12.911063,80.231471,taxi Non Ac,27,6,51,27,285.98
4761,2015-06-17 08:57:00,19.126376,72.874499,19.176531,72.860352,taxi Non ac,19,7,4,37,644.39
4764,2016-12-10 23:30:48,25.385813,82.987969,25.367209,82.995484,taxi Non Ac,12,18,16,21,486.03
4768,2015-04-14 03:09:35,19.192113,72.866924,19.141239,72.863771,Taxi Non AC,24,6,16,25,461.75
4782,2016-05-08 18:12:05,19.074898,72.884338,19.065096,72.85277,Taxi non Ac,26,17,65,47,804.25
4787,2015-06-19 04:37:49,19.097774,72.865846,19.211327,72.856164,taxi non Ac,20,1,82,42,814.04
4794,2016-03-17 08:48:26,22.585242,88.380897,22.521169,88.439516,taxi Non Ac,6,0,44,70,484.55
4807,2016-06-04 11:13:16,19.098059,72.846076,19.170058,72.877311,taxi Non ac,25,2,17,14,232.33
4808,2016-03-12 13:32:00,25.2983,83.005968,25.297488,82.983657,Taxi non ac,2,14,34,40,817.23
4818,2015-04-04 03:58:44,22.716752,88.396747,22.546199,88.428026,taxi Non Ac,9,11,87,46,652.28
4820,2015-09-21 02:33:25,22.649588,88.416794,22.551652,88.447493,taxi non Ac,17,10,5,42,564.31
4822,2016-04-12 08:13:01,19.108554,72.851807,19.228543,72.875319,Taxi Non AC,15,17,18,45,802.92
4823,2015-11-13 11:02:45,19.193716,72.858752,19.182952,72.840825,taxi Non ac,20,1,4,6,97.73
4830,2015-12-11 16:28:58,13.07803,80.187569,13.132695,80.178456,taxi Non ac,20,2,19,44,428.12
4832,2016-10-05 20:47:49,12.984808,80.172442,12.922258,80.188208,Taxi non ac,14,12,49,33,342.86
4844,2016-10-21 04:24:06,19.034146,72.849543,19.013725,72.843702,taxi Non ac,8,14,38,45,807.75
4855,2016-12-26 08:59:23,19.165744,72.839324,19.191129,72.836954,Taxi Non AC,2,19,28,38,707.89
4857,2016-09-14 20:24:52,28.670592,77.070644,28.678551,77.199121,Taxi non ac,28,0,21,27,553.5
4862,2016-05-06 22:50:27,25.347443,83.010105,25.314139,82.989059,taxi Non Ac,28,15,11,34,758.27
4863,2016-09-01 16:24:34,13.005315,77.579428,12.930347,77.517598,taxi Non ac,24,11,26,28,304.07
4864,2015-07-14 20:37:08,25.386427,82.967237,25.292956,82.999888,Taxi non Ac,1,7,23,26,547.1
4867,2015-06-09 05:02:04,25.371979,83.012668,25.300887,82.973517,taxi Non Ac,14,4,6,37,830.74
4869,2015-05-17 16:44:06,19.023742,72.868881,19.018183,72.875618,taxi non Ac,8,2,43,43,718.78
4874,2015-11-20 14:32:42,28.66823,77.067207,28.601247,76.987044,taxi non ac,17,14,46,34,725.35
4886,2015-03-13 19:45:19,25.279534,83.009996,25.339298,83.013563,taxi non Ac,3,18,2,11,235.64
4889,2016-02-05 19:50:37,22.705131,88.406981,22.498523,88.421111,taxi Non Ac,29,14,23,32,410.56
4892,2015-04-05 19:23:50,12.882735,80.207115,12.92478,80.184756,taxi non Ac,25,0,1,10,94.41
4904,2015-01-14 03:41:04,25.260477,83.019754,25.357085,82.993277,taxi non ac,26,7,20,25,570.69
4929,2016-10-14 23:46:47,12.936805,77.54911,12.978004,77.577445,Taxi Non AC,22,16,39,24,298.27
4936,2016-04-04 12:12:22,28.704188,76.972231,28.715562,76.969835,Taxi Non AC,10,6,71,40,872.18
4940,2016-08-18 00:43:29,25.267211,83.007937,25.288472,82.971962,taxi non Ac,13,19,21,44,997.35
4966,2015-02-03 10:09:18,25.280936,83.009051,25.311607,82.981542,Taxi non Ac,22,4,31,19,415.26
4976,2015-08-07 23:43:29,28.613581,77.127398,28.609874,77.212297,Taxi Non AC,16,14,1,18,399.2
4994,2015-04-17 16:10:08,13.201697,80.221481,13.10604,80.15337,taxi Non Ac,22,4,9,19,185.48
4998,2015-03-04 20:25:15,28.708282,77.134754,28.577345,77.191877,taxi Non Ac,16,13,46,40,844.78
5009,2016-05-24 22:23:08,13.125254,77.624549,12.874279,77.57427,Taxi Non AC,8,13,79,42,506.34
5012,2015-12-17 01:42:09,22.518746,88.398913,22.645859,88.405632,taxi non Ac,12,18,56,36,517.86
5041,2015-01-25 01:13:19,28.758035,76.980891,28.595389,77.137977,taxi Non ac,25,12,1,26,568.07
5042,2016-02-15 04:28:34,25.296252,82.965925,25.27303,82.996982,Taxi non ac,23,13,2,6,144.31
5046,2015-01-01 22:40:09,22.573182,88.376024,22.519175,88.445747,taxi non Ac,18,17,66,38,532.63
5052,2016-03-18 22:16:07,25.29183,83.023242,25.373937,82.962292,Taxi non ac,16,7,7,19,422.31
5054,2015-03-16 10:55:20,12.990234,77.554323,12.977867,77.488491,taxi non Ac,14,6,26,14,154.56
5058,2015-07-27 17:28:14,25.341575,82.987099,25.374187,83.002781,Taxi non ac,17,12,34,31,644.39
5062,2016-07-15 21:18:57,19.050397,72.876465,19.045475,72.859301,taxi Non Ac,18,0,24,26,477.14
5085,2015-07-06 06:03:59,13.020908,80.249488,13.079871,80.253577,Taxi Non AC,26,15,3,22,239.4
5095,2016-05-09 05:34:14,19.186908,72.875811,19.135623,72.861733,taxi Non ac,28,0,22,46,829.61
5110,2015-10-17 03:44:31,28.755274,77.156406,28.702502,76.983638,Taxi non Ac,4,3,43,33,766.12
5116,2016-10-03 05:50:49,25.273267,83.014447,25.336602,82.994896,Taxi Non AC,6,15,24,29,676.41
5118,2015-07-19 08:38:36,22.551828,88.40491,22.505611,88.432389,taxi Non ac,19,15,76,47,683.09
5123,2015-02-24 12:43:40,13.054663,77.690316,13.013835,77.693413,Taxi Non AC,4,18,75,39,438.28
5124,2016-11-26 07:21:19,28.65233,77.220191,28.758805,76.965421,taxi Non Ac,21,2,45,35,807.53
5126,2016-03-14 04:49:30,28.613701,76.987614,,,taxi non ac,10,6,46,35,814.92
5142,2016-07-03 10:07:22,19.072154,72.849783,19.026866,72.858982,taxi Non ac,13,13,81,42,729.67
5143,2016-09-18 08:41:36,13.184398,80.134145,12.913393,80.170382,Taxi non Ac,4,10,86,44,514.71
5145,2016-12-07 01:12:49,22.682569,88.39362,22.558369,88.404728,taxi Non ac,8,18,45,44,626.09
5169,2016-10-07 20:52:07,25.385586,82.984101,25.302259,82.999552,Taxi Non AC,20,18,20,12,269.16
5173,2015-06-19 23:40:47,12.925006,80.152109,13.197418,80.212047,Taxi non ac,8,17,88,45,519.8
5185,2016-01-15 14:28:12,12.866477,77.7023,13.108588,77.504525,taxi Non ac,27,9,44,39,425.22
5193,2015-10-20 15:27:19,28.633777,76.965205,28.567099,77.112491,taxi Non ac,24,11,16,20,421.7
5205,2015-01-22 18:54:22,12.962171,80.223856,13.172984,80.162716,Taxi non ac,11,13,62,39,403.06
5221,2015-03-21 16:39:09,25.367866,83.006437,25.27844,82.977975,taxi Non ac,3,3,16,23,477.56
5224,2015-11-04 08:34:04,13.035876,77.524592,12.872804,77.535265,Taxi Non AC,29,10,25,36,419.76
5229,2016-04-08 07:31:19,19.196318,72.852842,19.030155,72.847781,taxi non Ac,1,1,84,45,864.1
5238,2015-09-22 07:39:00,22.729549,88.42047,22.569892,88.400176,Taxi Non AC,7,16,55,33,484.47
5239,2016-12-11 15:07:20,25.38842,82.992635,25.293805,82.982469,Taxi Non AC,25,18,59,30,648.12
5253,2016-05-02 08:37:12,19.103706,72.8774,19.064314,72.8827,Taxi Non AC,18,18,9,11,214.97
5254,2016-03-21 02:46:48,25.292448,82.988151,25.276602,83.0177,taxi non ac,6,14,21,44,990.59
5264,2015-08-02 06:02:10,13.001171,77.595631,13.097962,77.51371,Taxi Non AC,9,14,23,21,257.43
5278,2016-08-07 04:53:47,22.664216,88.395327,22.57116,88.391123,taxi Non Ac,9,10,25,40,544.41
5280,2016-08-04 03:05:20,28.695557,77.117055,28.76337,77.123768,Taxi non ac,27,14,52,40,960.54
5282,2015-09-13 02:26:02,12.984786,77.67796,13.090186,77.698739,taxi Non Ac,8,14,4,30,343.01
5292,2015-09-14 23:08:35,13.077472,77.552772,12.904042,77.568145,taxi Non Ac,20,6,9,47,537.27
5296,2016-10-08 07:53:57,19.034106,72.86349,19.234576,72.839583,taxi non ac,6,7,26,42,752.57
5304,2016-04-25 15:36:58,13.152671,80.207115,13.157143,80.16126,taxi Non Ac,13,7,28,22,228.85
5306,2016-04-25 16:23:32,13.134014,77.683316,13.096006,77.644131,taxi non ac,1,11,34,18,203.32
5311,2016-12-24 14:54:46,22.612901,88.388339,22.529505,88.380377,taxi Non Ac,1,7,51,27,351.86
5327,2016-09-21 21:06:54,22.481417,88.4143,22.538475,88.402259,taxi non Ac,17,9,25,16,233.09
5328,2016-10-26 16:59:05,28.568301,77.094436,28.663372,77.191952,Taxi non Ac,15,7,51,33,720.25
5343,2015-03-14 23:49:00,22.621423,88.39978,22.552748,88.392093,Taxi Non AC,9,4,28,15,214.47
5369,2016-11-07 10:48:59,19.04184,72.883755,19.095845,72.883727,Taxi Non AC,18,14,75,41,698.92
5370,2016-08-19 06:31:39,13.041956,80.252356,13.141971,80.243685,taxi non Ac,25,18,55,34,381.24
5387,2015-10-20 09:38:37,25.267284,82.980297,25.302214,82.990872,taxi Non Ac,27,4,15,25,501.82
5399,2015-05-03 12:16:25,12.892785,80.143289,13.070333,80.21639,taxi non ac,25,16,10,29,284.99
5404,2016-04-21 17:43:06,25.285162,82.999555,25.286336,83.010495,taxi Non Ac,20,13,11,20,419.48
5405,2015-02-20 12:26:44,19.178154,72.878459,19.196276,72.837623,taxi Non Ac,1,5,37,30,502.29
5412,2015-06-14 18:29:21,12.930068,77.666855,13.112243,77.531111,taxi Non ac,27,9,47,38,404.72
5413,2015-04-17 17:30:25,25.310649,83.014084,25.354025,82.987245,Taxi Non AC,20,5,36,39,797.25
5426,2015-07-28 19:09:39,25.366661,82.982268,25.383845,82.989892,Taxi Non AC,25,1,12,1,428.33
5432,2016-06-27 07:45:54,13.137715,77.529998,13.091817,77.653185,Taxi Non AC,28,3,71,38,466.2
5435,2016-03-26 18:43:23,19.124297,72.858931,19.108839,72.840427,Taxi Non AC,3,16,0,5,90.11
5457,2016-03-07 09:31:09,13.149412,80.240378,12.893082,80.242738,taxi non ac,14,12,45,35,353.09
5458,2015-07-24 12:26:38,13.049047,80.249996,13.114243,80.177704,Taxi non Ac,25,6,39,32,321.46
5460,2016-11-06 07:31:05,13.087613,80.170068,13.077228,80.177684,taxi Non Ac,2,12,41,32,359.95
5463,2016-03-06 15:59:49,19.149638,72.866437,19.226765,72.848154,Taxi non Ac,14,15,11,29,475.97
5474,2016-06-04 08:25:38,22.669815,88.384387,22.654688,88.448471,Taxi Non AC,12,3,27,30,410.67
5478,2015-08-08 22:49:33,25.369986,82.980196,25.342919,83.018752,taxi non Ac,26,15,27,15,357.68
5483,2016-11-06 06:50:46,13.012666,80.165611,12.880836,80.232064,taxi non Ac,26,6,13,37,390.56
5486,2015-08-18 11:32:21,25.38058,83.018399,25.355463,83.00703,Taxi Non AC,18,14,16,11,245.85
5489,2016-01-18 12:42:23,13.181255,80.163417,13.155531,80.195862,taxi non ac,21,16,26,26,264.09
5515,2016-08-14 03:55:44,28.748164,77.14385,28.720466,77.040462,taxi Non Ac,18,7,69,43,1016.71
5517,2016-04-26 13:04:07,28.719246,76.999454,28.754317,77.152593,taxi Non ac,17,4,9,47,943.15
5527,2015-04-25 19:39:10,25.317055,82.96687,25.335086,82.994783,taxi non Ac,14,5,32,47,948.05
5533,2015-04-12 00:57:55,25.30422,82.976785,25.269069,83.007596,taxi Non Ac,21,14,18,27,613.97
5536,2015-01-08 14:02:54,12.91935,77.576179,12.959699,77.712783,taxi Non ac,9,3,12,30,313.52
5539,2015-02-01 05:55:09,25.271888,83.005976,25.326209,82.9881,taxi Non ac,15,10,65,45,1059.3
5547,2015-06-02 03:31:40,28.753994,77.212027,28.605229,77.220103,taxi Non ac,24,18,37,30,697.9
5551,2016-09-09 06:29:43,19.24907,72.884098,19.145695,72.879607,taxi Non ac,23,5,23,15,279.96
5556,2016-04-01 05:29:38,25.379299,82.976883,25.291014,83.022835,Taxi Non AC,27,7,13,25,572.19
5562,2015-01-13 20:11:29,28.764264,77.088061,28.760063,76.983748,taxi non Ac,6,19,30,43,920.24
5579,2015-11-08 04:27:38,25.352578,83.016475,25.375697,82.979703,Taxi non Ac,4,15,18,22,513.33
5585,2015-05-10 11:16:50,28.7425,76.979154,28.633646,77.147966,taxi non Ac,19,18,68,47,997.46
5596,2016-02-17 21:33:42,22.524913,88.431123,22.611517,88.385762,taxi non ac,21,8,35,22,312.79
5603,2015-03-25 10:15:44,28.693913,77.082064,28.666412,77.193967,Taxi non ac,18,18,42,34,725.24
5606,2016-09-05 09:46:37,13.052304,80.164715,13.137266,80.13788,taxi non Ac,27,18,25,47,472.88
5609,2016-09-05 14:23:40,28.702914,77.160104,28.600895,77.158812,Taxi non Ac,8,14,18,23,492.11
5617,2016-12-07 07:19:38,13.18345,80.176733,13.171177,80.141035,Taxi non Ac,23,5,28,21,236.61
5643,2015-03-12 12:54:15,13.090091,77.621636,13.110441,77.644824,taxi non ac,9,7,4,10,104.29
5651,2015-02-26 04:24:50,22.59896,88.442098,22.637218,88.414049,taxi non Ac,20,2,50,33,453.31
5655,2016-12-11 08:48:14,25.371231,82.979273,25.299586,83.004379,taxi non Ac,7,6,31,23,536.28
5657,2015-04-15 03:51:36,13.063605,77.534344,13.118296,77.713152,Taxi non Ac,8,1,39,24,284.02
5664,2016-08-01 13:40:31,25.369776,83.007113,25.38265,83.008772,taxi Non ac,15,13,5,4,91.03
5669,2016-10-02 08:38:21,19.085185,72.872565,19.070235,72.841996,taxi Non Ac,23,19,33,32,613.7
5676,2015-11-06 13:06:21,13.028058,77.525238,13.110384,77.664855,taxi non ac,21,0,1,33,331.08
5683,2015-02-11 07:24:52,13.060365,80.152491,12.90582,80.211684,taxi Non Ac,25,5,36,47,517.08
5686,2016-09-27 22:28:24,25.313798,82.977103,25.283553,82.962245,taxi Non ac,28,7,5,9,208.89
5692,2016-08-18 09:33:03,13.040126,77.691614,12.867289,77.595529,Taxi non Ac,8,13,31,23,248.76
5699,2015-12-24 07:25:23,13.084149,77.663401,13.063475,77.517746,taxi non Ac,22,18,61,37,449.92
5703,2016-08-09 12:38:02,28.589907,77.205229,28.658682,77.163181,taxi Non Ac,1,19,9,14,295.02
5709,2015-07-20 15:32:56,13.014451,77.664539,13.057778,77.615324,Taxi Non AC,19,8,18,14,150.61
5710,2016-03-13 14:14:05,25.345989,83.003256,25.369503,82.976965,Taxi Non AC,11,14,34,47,996.75
5715,2015-07-12 17:56:58,13.10822,77.597348,12.955775,77.518652,Taxi non ac,11,13,50,48,523.55
5735,2015-08-18 19:30:52,28.727177,77.103321,28.715385,77.144434,taxi Non Ac,28,0,36,43,895.86
5748,2015-09-23 13:43:06,28.74309,77.138238,28.703032,77.047328,Taxi Non AC,16,11,68,39,855.23
5751,2015-10-21 23:00:35,19.19655,72.864478,19.050833,72.883441,Taxi Non AC,28,16,16,44,798.25
5759,2015-06-21 10:51:15,13.193243,80.159839,13.042568,80.138999,Taxi Non AC,20,17,36,43,1734
5760,2016-06-16 12:23:39,12.934827,80.189248,13.132137,80.136852,taxi non Ac,11,0,43,33,337.99
5761,2015-09-17 23:52:04,13.036786,80.174361,13.079482,80.237503,Taxi Non AC,24,14,37,47,509.95
5774,2015-07-21 19:25:21,22.605725,88.402725,22.641464,88.40157,Taxi Non AC,26,2,51,44,556.58
5775,2015-04-04 17:32:05,28.598227,77.161963,28.740593,77.12847,taxi Non Ac,14,4,30,46,943.01
5782,2016-05-02 23:31:08,28.75488,77.188607,28.642198,77.004267,taxi non Ac,2,7,3,40,897.78
5798,2015-09-23 22:23:16,13.172051,80.132939,12.982139,80.173055,taxi non ac,8,12,33,31,339.18
5807,2015-10-26 09:10:10,22.666341,88.423176,22.622059,88.392954,Taxi non ac,24,5,23,16,203.21
5817,2015-11-13 16:43:51,19.062964,72.850083,19.115558,72.861905,taxi Non ac,9,0,16,30,479.33
5819,2016-05-01 21:08:07,22.667014,88.395436,22.500013,88.413791,Taxi non ac,12,12,39,36,513.47
5833,2016-03-10 22:23:01,12.96876,77.589653,13.053772,77.587722,taxi Non Ac,29,5,37,25,296.81
5835,2015-09-15 11:06:26,19.073189,72.881063,19.028458,72.871905,taxi Non Ac,24,0,21,20,324.39
5841,2015-03-17 13:26:06,28.764337,77.118242,28.609191,77.016402,Taxi Non AC,8,17,36,29,627.02
5846,2015-09-19 21:40:18,13.109167,77.491218,13.129075,77.704998,Taxi non ac,22,5,53,42,495.8
5848,2016-01-01 23:03:40,12.861016,77.70235,12.89285,77.655276,Taxi Non AC,10,11,69,37,445.25
5852,2015-02-19 04:31:20,22.449633,88.445001,22.660991,88.422531,taxi non ac,20,8,0,39,530.31
5867,2016-05-01 18:41:53,22.548341,88.412548,22.474571,88.399167,Taxi Non AC,30,12,86,47,607.56
5882,2016-12-18 19:54:38,13.058494,77.569481,13.046292,77.628379,taxi non Ac,21,1,34,47,485.24
5906,2016-06-01 22:56:31,25.279545,82.990612,25.373735,82.96618,taxi non ac,16,13,51,47,1092.9
5907,2015-03-23 00:04:53,12.848547,77.584746,12.905504,77.66837,Taxi non Ac,27,15,28,17,208.57
5911,2016-11-15 19:31:27,28.639867,77.025382,28.565655,77.232276,Taxi non Ac,29,8,30,26,552.03
5920,2015-08-21 01:13:39,13.030254,80.207963,13.149746,80.235745,taxi Non Ac,7,12,50,39,446.22
5928,2016-11-06 05:49:16,13.176658,80.1845,13.012226,80.256159,Taxi non Ac,8,9,28,33,369.4
5932,2015-08-24 22:53:12,12.857383,77.604608,12.888937,77.67506,Taxi Non AC,29,7,46,43,512.87
5937,2015-05-15 18:07:06,22.502891,88.409322,22.587823,88.397303,taxi Non Ac,16,17,10,29,364.88
5941,2016-04-22 12:26:58,22.495117,88.404065,22.736288,88.423447,Taxi non Ac,20,11,54,34,448.63
5948,2016-01-06 08:14:23,,,22.586033,88.396838,Taxi non Ac,28,15,79,46,657.25
5952,2016-12-08 15:16:29,12.88676,80.220303,13.158636,80.174779,Taxi Non AC,1,13,73,43,452.74
5955,2016-04-03 07:09:15,28.700448,77.107618,28.685544,76.975427,Taxi Non AC,15,11,1,36,813.44
5964,2015-01-24 08:08:14,13.183112,80.145836,12.975258,80.205161,taxi non ac,14,8,11,36,377.86
5970,2016-07-25 05:05:12,25.262481,82.982492,25.31678,83.001302,taxi non Ac,13,0,8,43,973.99
5972,2015-01-10 12:17:42,13.096899,77.497939,12.955647,77.625129,taxi non ac,28,7,28,38,401.25
5974,2015-08-09 09:40:23,22.602681,88.405111,22.516267,88.396011,Taxi Non AC,25,0,23,27,331.33
5979,2015-07-25 04:55:51,25.316461,82.963635,25.260424,82.96214,taxi Non ac,30,6,47,45,1045.89
