ID,TIMESTAMP,STARTING_LATITUDE,STARTING_LONGITUDE,DESTINATION_LATITUDE,DESTINATION_LONGITUDE,VEHICLE_TYPE,TOTAL_LUGGAGE_WEIGHT,WAIT_TIME,TRAFFIC_STUCK_TIME,DISTANCE,FARE,lat,long,SQRT LAT,SQRT LONG,ADDED,FINAL,value
2427,24-07-2015 11:49,25.32725,82.983747,25.305988,82.984282,Mini bus,,,63,34,87.88,0.021262,-0.000535,0.000452073,2.86225E-07,0.000452359,0.02126873,2.36582758
2428,08-04-2016 23:02,19.149709,72.853315,19.047987,72.865585,Auto Rickshaw,,,19,39,684.2,0.101722,-0.01227,0.010347365,0.000150553,0.010497918,0.102459349,11.3934796
2429,28-06-2015 12:28,12.953721,80.197124,12.950089,80.211581,Ac Bus,,,28,31,43.23,0.003632,-0.014457,1.31914E-05,0.000209005,0.000222196,0.014906249,1.65757494
2430,11-05-2015 04:22,,,22.572998,88.39166,Metro,,,20,24,27.24,-22.572998,-88.39166,509.5402387,7813.085558,8322.625796,91.22842647,1144.612
2431,10-05-2015 11:03,19.152125,72.860336,19.2079,72.842715,bus,,,56,33,51.36,-0.055775,0.017621,0.003110851,0.0003105,0.00342135,0.058492309,6.54344812
2432,26-05-2015 18:16,28.600143,77.004197,28.751994,77.044959,mini Bus,,,3,39,100.01,-0.151851,-0.040762,0.023058726,0.001661541,0.024720267,0.157226801,17.4836223
2433,28-10-2015 17:13,13.087056,80.254963,12.981918,80.157994,bus,,,65,37,34.29,0.105138,0.096969,0.011053999,0.009402987,0.020456986,0.14302792,15.947475
2434,15-07-2015 06:54,12.905179,80.194121,12.974784,80.172641,bus,,,0,32,30.25,-0.069605,0.02148,0.004844856,0.00046139,0.005306246,0.072843987,8.1251341
2435,23-01-2016 07:57,25.302867,82.978885,25.260987,83.005777,Auto rickshaw,,,10,17,325.85,0.04188,-0.026892,0.001753934,0.00072318,0.002477114,0.049770614,5.534492328
2436,09-10-2015 17:35,28.614863,77.035195,28.657111,77.180353,Bus,,,32,29,58.78,-0.042248,-0.145158,0.001784894,0.021070845,0.022855738,0.151181145,16.81134327
2437,02-11-2016 21:22,13.167493,80.189004,13.001504,80.216109,Ac Bus,,,43,37,48.27,0.165989,-0.027105,0.027552348,0.000734681,0.028287029,0.168187482,18.724481
2438,11-10-2015 01:43,28.706742,77.125583,28.655785,77.159886,Metro,,,51,46,72.83,0.050957,-0.034303,0.002596616,0.001176696,0.003773312,0.061427288,6.83714378
2439,24-07-2015 06:18,25.379926,82.983775,25.301576,83.01704,AUTO RICKSHAW,,,33,18,350.56,0.07835,-0.033265,0.006138723,0.00110656,0.007245283,0.085119227,9.46525799
2440,12-09-2015 01:17,19.127242,72.841006,19.140897,72.854429,mini Bus,,,27,15,61.15,-0.013655,-0.013423,0.000186459,0.000180177,0.000366636,0.01914774,2.12922878
2441,24-12-2016 02:42,13.146817,80.159491,12.9837,80.243872,Metro,,,50,45,33.59,0.163117,-0.084381,0.026607156,0.007120153,0.033727309,0.183649963,2.42187587
2442,20-06-2015 06:35,19.21876,72.845109,19.085902,72.841334,Taxi AC,2,2,24,47,1036.26,0.132858,0.003775,0.017651248,1.42506E-05,0.017665499,0.13291162,14.77977217
2443,17-06-2015 08:44,28.650422,77.101403,28.765395,77.016611,Bus,,,38,48,54.61,-0.114973,0.084792,0.013218791,0.007189683,0.020408474,0.14285823,15.88583522
2444,07-10-2016 14:14,22.563662,88.427516,22.583394,88.406292,Mini Bus,,,6,31,50.22,-0.019732,0.021224,0.000389352,0.000450458,0.00083981,0.028979475,3.222517675
2445,07-09-2015 01:22,25.306894,82.971608,25.330322,83.016641,Mini bus,,,13,18,72.18,-0.023428,-0.045033,0.000548871,0.002027971,0.002576842,0.050762607,5.6448192
2446,23-02-2016 22:38,13.198542,80.136929,13.135999,80.172776,taxi Non ac,22,17,62,39,440.09,0.062543,-0.035847,0.003911627,0.001285007,0.005196634,0.072087685,8.1615518
2447,08-06-2016 10:23,25.298877,83.018795,25.30876,83.011399,AC Bus,,,3,21,101.47,-0.009883,0.007396,9.76737E-05,5.47008E-05,0.000152375,0.012344007,1.372653561
2448,03-01-2015 12:21,28.695369,77.216255,28.734548,76.978655,Auto Rickshaw,,,30,47,844.05,-0.039179,0.2376,0.001534994,0.05645376,0.057988754,0.240808542,26.777999
2449,16-09-2016 19:12,25.277374,83.016107,25.263731,82.998019,taxi ac,29,1,78,43,1092.13,0.013643,0.018088,0.000186131,0.000327176,0.000513307,0.022656284,2.519378752
2450,03-05-2016 02:03,25.27715,82.977652,25.341538,83.011116,taxi ac,10,12,44,43,1213.22,-0.064388,-0.033464,0.004145815,0.001119839,0.005265654,0.072564825,8.692855
2451,12-07-2015 02:15,22.468971,88.42639,22.619608,88.402378,taxi Non Ac,4,2,1,40,529.48,-0.150637,0.024012,0.022691506,0.000576576,0.023268082,0.152538788,16.96231325
2452,20-01-2015 00:35,25.302149,82.97478,25.269749,83.022039,mini Bus,,,9,3,87.28,0.0324,-0.047259,0.00104976,0.002233413,0.003283173,0.05729898,6.371646549
2453,23-06-2015 04:29,12.900298,77.707642,12.874522,77.498319,taxi ac,30,0,74,47,655.89,0.025776,0.209323,0.000664402,0.043816118,0.044480521,0.210904055,23.4525394
2454,12-08-2016 05:59,28.706323,77.193103,28.767801,76.979261,taxi ac,7,19,39,31,900.27,-0.061478,0.213842,0.003779544,0.045728401,0.049507945,0.22250381,24.74242367
2455,03-06-2016 07:42,12.997474,80.133761,13.008956,80.152306,Taxi AC,10,11,12,42,543.02,-0.011482,-0.018545,0.000131836,0.000343917,0.000475753,0.021811771,2.425468922
2456,02-02-2016 15:25,12.90732,77.46559,12.847984,77.606886,auto rickshaw,,,29,31,231.3,0.059336,-0.141296,0.003520761,0.01996456,0.023485321,0.15324921,17.4131221
2457,26-06-2015 03:47,19.23606,72.875808,19.146014,72.879595,Bus,,,20,42,39.9,0.090046,-0.003787,0.008108282,1.43414E-05,0.008122623,0.090125598,1.2196654
2458,16-10-2015 12:35,13.122228,77.601675,13.045038,77.574643,bus,,,56,48,28.93,0.07719,0.027032,0.005958296,0.000730729,0.006689025,0.081786461,9.9465441
2459,17-04-2016 20:36,22.650277,88.441285,22.561086,88.385259,Mini Bus,,,5,38,56.7,0.089191,0.056026,0.007955034,0.003138913,0.011093947,0.105327808,11.71245226
2460,11-11-2016 20:43,19.176878,72.844286,19.200238,72.861362,AC Bus,,,9,8,44.36,-0.02336,-0.017076,0.00054569,0.00029159,0.000837279,0.02893578,3.217658759
2461,07-03-2016 02:54,13.029256,77.582085,12.870636,77.700237,Taxi AC,4,6,0,23,307.67,0.15862,-0.118152,0.025160304,0.013959895,0.0391202,0.197788269,21.9945555
2462,10-05-2015 13:21,12.854433,77.693973,13.010829,77.596325,Metro,,,5,22,23.48,-0.156396,0.097648,0.024459709,0.009535132,0.033994841,0.184376899,2.5271112
2463,01-06-2016 06:44,25.387301,83.003445,25.325573,82.968043,Taxi non Ac,21,4,75,41,969.05,0.061728,0.035402,0.003810346,0.001253302,0.005063648,0.071159311,7.912915419
2464,11-09-2016 17:53,22.575911,88.385272,22.565712,88.430078,AC bus,,,71,44,44.87,0.010199,-0.044806,0.00010402,0.002007578,0.002111597,0.045952119,5.19875628
2465,18-05-2015 12:35,19.013886,72.8554,19.221239,72.856249,Taxi Non AC,4,5,9,48,763.98,-0.207353,-0.000849,0.042995267,7.20801E-07,0.042995987,0.207354738,23.5784688
2466,24-10-2015 06:34,25.345676,82.969183,25.317662,82.978603,taxi ac,29,14,34,34,941.54,0.028014,-0.00942,0.000784784,8.87364E-05,0.000873521,0.029555382,3.286558461
2467,22-09-2016 18:44,25.29247,83.013756,25.320222,82.977486,Auto Rickshaw,,,8,32,491.31,-0.027752,0.03627,0.000770174,0.001315513,0.002085686,0.045669316,5.78427915
2468,10-12-2015 07:29,19.095855,72.882977,19.040819,72.858367,Bus,,,38,24,40.06,0.055036,0.02461,0.003028961,0.000605652,0.003634613,0.060287755,6.7399835
2469,02-12-2015 05:55,22.524482,88.434871,22.730627,88.450006,Ac Bus,,,13,45,45.71,-0.206145,-0.015135,0.042495761,0.000229068,0.042724829,0.206699853,22.9852366
2470,21-07-2016 12:01,25.335952,83.020955,25.276123,82.990918,Ac Bus,,,16,10,64.59,0.059829,0.030037,0.003579509,0.000902221,0.004481731,0.066945729,7.44436547
2471,25-11-2016 00:13,19.184366,72.868244,19.141308,72.862345,Ac Bus,,,21,16,65.98,0.043058,0.005899,0.001853991,3.47982E-05,0.00188879,0.043460207,4.832774983
2472,08-03-2016 08:35,28.637711,77.16677,28.709393,77.06773,Mini bus,,,35,26,74.58,-0.071682,0.09904,0.005138309,0.009808922,0.014947231,0.122258868,13.5951868
2473,28-10-2015 06:48,13.110774,77.471589,12.90063,77.526139,Ac Bus,,,56,46,40.8,0.210144,-0.05455,0.044160501,0.002975703,0.047136203,0.217108736,24.14249144
2474,04-09-2015 21:36,22.579278,88.390024,22.649352,88.378428,Ac Bus,,,2,10,37.18,-0.070074,0.011596,0.004910365,0.000134467,0.005044833,0.071026986,7.898285
2475,10-09-2016 03:46,19.236711,72.852247,,,Taxi AC,7,4,58,34,770,19.236711,72.852247,370.0510501,5307.449893,5677.500943,75.34919338,8378.8334
2476,13-02-2015 16:22,19.046127,72.856697,19.120605,72.851049,Bus,,,13,48,44.34,-0.074478,0.005648,0.005546972,3.18999E-05,0.005578872,0.07469185,8.35733669
2477,02-03-2016 03:43,12.932693,77.541657,13.086443,77.569598,bus,,,76,40,24.09,-0.15375,-0.027941,0.023639062,0.000780699,0.024419762,0.156268237,17.3772798
2478,27-07-2016 17:19,25.295205,83.020231,25.295449,83.020722,Bus,,,7,14,52.07,-0.000244,-0.000491,5.9536E-08,2.41081E-07,3.00617E-07,0.000548286,0.6969349
2479,10-11-2015 22:50,28.729609,77.107488,28.676909,77.040869,metro,,,55,37,66.81,0.0527,0.066619,0.00277729,0.004438091,0.007215381,0.0849434,9.4457652
2480,04-10-2015 21:12,22.552436,88.406412,22.482885,88.429888,Bus,,,13,14,30.71,0.069551,-0.023476,0.004837342,0.000551123,0.005388464,0.073406159,8.162764879
2481,08-06-2015 18:55,12.895798,77.571152,12.843291,77.697596,taxi ac,13,7,12,30,380.71,0.052507,-0.126444,0.002756985,0.015988085,0.01874507,0.136912637,15.22468524
2482,03-04-2016 10:37,13.008271,77.499433,13.098524,77.467869,ac bus,,,77,42,38.21,-0.090253,0.031564,0.008145604,0.000996286,0.00914189,0.095613232,1.63219138
2483,24-04-2015 09:55,28.722894,77.078734,28.702465,77.005865,taxi non ac,10,19,63,37,803.23,0.020429,0.072869,0.000417344,0.005309891,0.005727235,0.075678499,8.41544982
2484,16-03-2016 15:05,13.018755,80.157948,13.012799,80.171674,Auto Rickshaw,,,22,20,129.76,0.005956,-0.013726,3.54739E-05,0.000188403,0.000223877,0.01496252,1.663832251
2485,20-04-2016 09:23,12.88486,77.622461,13.035449,77.653594,taxi non Ac,14,14,23,28,293.09,-0.150589,-0.031133,0.022677047,0.000969264,0.023646311,0.153773569,17.99629
2486,05-07-2015 02:15,28.695503,77.221968,28.564212,77.047508,Auto rickshaw,,,51,34,723.71,0.131291,0.17446,0.017237327,0.030436292,0.047673618,0.218342892,24.27972954
2487,09-07-2016 08:05,12.972897,80.225371,13.16455,80.23288,Metro,,,58,43,32.96,-0.191653,-0.007509,0.036730872,5.63851E-05,0.036787257,0.191800046,21.3281657
2488,19-06-2016 00:37,19.157112,72.855516,19.069794,72.882968,taxi Non ac,7,4,39,22,408.33,0.087318,-0.027452,0.007624433,0.000753612,0.008378045,0.091531664,1.1783298
2489,16-03-2016 03:34,28.601744,77.217449,28.577831,77.152587,AUTO RICKSHAW,,,5,36,781.19,0.023913,0.064862,0.000571832,0.004207079,0.004778911,0.069129665,7.687218772
2490,07-10-2015 08:52,28.693581,77.030252,28.744462,77.043543,taxi ac,26,1,77,46,1280.2,-0.050881,-0.013291,0.002588876,0.000176651,0.002765527,0.052588277,5.847816365
2491,25-05-2016 09:48,12.971426,80.193841,13.020154,80.217896,mini Bus,,,8,24,33.09,-0.048728,-0.024055,0.002374418,0.000578643,0.002953061,0.054342074,6.42838631
2492,05-11-2015 00:52,12.862262,77.59628,12.991758,77.595608,Taxi Non AC,8,8,27,39,456.69,-0.129496,0.000672,0.016769214,4.51584E-07,0.016769666,0.129497744,14.41499
2493,23-09-2015 01:01,28.596096,77.046484,28.737401,77.162563,auto rickshaw,,,33,13,535.73,-0.141305,-0.116079,0.019967103,0.013474334,0.033441437,0.182870001,2.33514411
2494,09-07-2015 14:56,12.970122,77.567109,13.13871,77.637878,Ac Bus,,,66,46,39.15,-0.168588,-0.070769,0.028421914,0.005008251,0.033430165,0.182839178,2.33171662
2495,22-12-2015 12:20,22.689761,88.42502,22.56245,88.399266,bus,,,7,29,35.32,0.127311,0.025754,0.016208091,0.000663269,0.016871359,0.129889797,14.44374537
2496,16-05-2015 00:58,28.753317,77.095604,28.60747,77.038905,mini Bus,,,58,39,97.21,0.145847,0.056699,0.021271347,0.003214777,0.024486124,0.156480427,17.462347
2497,02-08-2015 23:59,22.635978,88.413643,22.736471,88.408421,AC Bus,,,9,47,46.56,-0.100493,0.005222,0.010098843,2.72693E-05,0.010126112,0.100628586,11.18989877
2498,08-08-2016 20:39,12.918146,77.504511,13.039872,77.574428,Bus,,,24,29,29.91,-0.121726,-0.069917,0.014817219,0.004888387,0.019705606,0.140376657,15.6988431
2499,04-04-2015 20:42,13.153879,80.228564,12.936081,80.21726,Bus,,,12,41,23.72,0.217798,0.011304,0.047435969,0.00012778,0.047563749,0.218091149,24.25173576
2500,05-07-2016 23:29,28.579376,77.01738,28.671804,77.009788,Bus,,,25,37,69.86,-0.092428,0.007592,0.008542935,5.76385E-05,0.008600574,0.092739278,1.3126769
2501,25-02-2015 08:44,25.360668,82.998631,25.374867,82.969099,Mini Bus,,,23,29,79.07,-0.014199,0.029532,0.000201612,0.000872139,0.001073751,0.032768134,3.643816533
2502,18-04-2016 00:12,19.211423,72.861856,19.13822,72.861155,ac bus,,,31,19,75.67,0.073203,0.000701,0.005358679,4.91401E-07,0.005359171,0.073206356,8.14546826
2503,08-02-2015 15:02,22.548105,88.428831,22.495107,88.427013,Auto rickshaw,,,42,28,246.19,0.052998,0.001818,0.002808788,3.30512E-06,0.002812093,0.053029172,5.896843974
2504,03-06-2015 10:13,25.34924,82.998156,25.298966,83.010989,mini Bus,,,51,47,68.82,0.050274,-0.012833,0.002527475,0.000164686,0.002692161,0.051886038,5.769727453
2505,23-08-2015 06:57,12.849936,77.496306,13.061867,77.483189,taxi ac,6,6,17,42,565.82,-0.211931,0.013117,0.044914749,0.000172056,0.045086804,0.212336536,23.61182278
2506,01-07-2016 01:32,28.578514,76.971941,28.76555,77.14191,metro,,,11,48,75.58,-0.187036,-0.169969,0.034982465,0.028889461,0.063871926,0.252728958,28.134614
2507,12-11-2015 18:03,12.997175,77.637344,12.931394,77.631832,Auto rickshaw,,,38,41,385.48,0.065781,0.005512,0.00432714,3.03821E-05,0.004357522,0.06601153,7.34482146
2508,19-06-2016 12:41,13.044644,80.23896,12.954894,80.16714,Mini bus,,,80,48,34.38,0.08975,0.07182,0.008055063,0.005158112,0.013213175,0.114948575,12.78228154
2509,25-10-2015 21:13,13.099108,80.240998,13.047293,80.18927,bus,,,30,40,23.18,0.051815,0.051728,0.002684794,0.002675786,0.00536058,0.073215983,8.141617342
2510,23-01-2016 00:17,,,28.667496,77.128696,Taxi Non AC,18,18,36,36,838.75,-28.667496,-77.128696,821.8253269,5948.835747,6770.661074,82.28402684,9149.983785
2511,04-08-2016 20:30,19.120074,72.850991,19.25042,72.84496,taxi non Ac,17,15,26,29,484.21,-0.130346,0.006031,0.01699008,0.000036373,0.017026453,0.13048545,14.599825
2512,14-04-2016 06:57,28.715614,77.063295,28.587319,77.179163,Mini Bus,,,29,22,100.66,0.128295,-0.115868,0.016459607,0.013425393,0.029885,0.172872787,19.2234539
2513,11-04-2016 23:23,28.638313,77.031417,28.709461,77.049895,AUTO RICKSHAW,,,11,13,251.83,-0.071148,-0.018478,0.005062038,0.000341436,0.005403474,0.073508329,8.174126151
2514,13-02-2015 18:52,28.649622,77.141465,28.726654,77.085363,AC Bus,,,54,44,77.11,-0.077032,0.056102,0.005933929,0.003147434,0.009081363,0.095296188,1.5969369
2515,09-06-2015 04:15,12.98752,80.14588,13.154104,80.201732,ac bus,,,16,23,34.55,-0.166584,-0.055852,0.027750229,0.003119446,0.030869675,0.175697681,19.5375828
2516,04-07-2015 09:59,12.889776,77.512005,12.879241,77.568009,Taxi AC,8,11,10,9,116.94,0.010535,-0.056004,0.000110986,0.003136448,0.003247434,0.056986264,6.336872514
2517,04-05-2016 19:25,13.103426,80.214322,13.094092,80.152858,Metro,,,5,8,10.44,0.009334,0.061464,8.71236E-05,0.003777823,0.003864947,0.062168697,6.91315975
2518,15-12-2016 15:38,25.379531,82.973322,25.370635,82.963607,Taxi AC,1,9,22,13,341.69,0.008896,0.009715,7.91388E-05,9.43812E-05,0.00017352,0.013172701,1.4648436
2519,23-06-2015 02:46,25.306669,82.972141,25.265209,83.016225,taxi Non Ac,23,7,60,37,875.95,0.04146,-0.044084,0.001718932,0.001943399,0.003662331,0.060517193,6.729511868
2520,01-10-2015 18:46,13.007863,77.686833,,,Taxi AC,27,2,11,18,225.42,13.007863,77.686833,169.2044998,6035.244022,6204.448521,78.76832181,8759.37386
2521,14-04-2015 02:32,13.077791,80.250118,12.987773,80.136365,mini Bus,,,10,22,46.43,0.090018,0.113753,0.00810324,0.012939745,0.021042985,0.145062005,16.1389497
2522,02-01-2015 08:01,13.099169,80.178278,13.0453,80.257679,mini Bus,,,24,20,43.8,0.053869,-0.079401,0.002901869,0.006304519,0.009206388,0.095949924,1.66963158
2523,23-11-2015 17:05,28.75613,77.222687,28.658939,77.117732,Auto Rickshaw,,,12,18,235.9,0.097191,0.104955,0.00944609,0.011015552,0.020461643,0.143044198,15.9651479
2524,20-10-2015 17:21,25.302806,82.969321,25.313001,82.966901,mini bus,,,49,38,98.26,-0.010195,0.00242,0.000103938,5.8564E-06,0.000109794,0.010478283,1.165185125
2525,15-01-2015 17:46,28.715685,76.985463,28.642665,77.220601,Metro,,,22,34,60.33,0.07302,-0.235138,0.00533192,0.055289879,0.060621799,0.246214946,27.3791195
2526,03-07-2015 21:22,25.36058,83.007904,25.345496,82.980551,mini Bus,,,10,45,66.55,0.015084,0.027353,0.000227527,0.000748187,0.000975714,0.031236416,3.473489424
2527,08-09-2016 01:14,22.65108,88.410846,22.647394,88.44056,taxi ac,10,14,2,7,119.59,0.003686,-0.029714,1.35866E-05,0.000882922,0.000896508,0.02994175,3.329522598
2528,18-05-2015 22:04,13.11518,77.623817,12.868529,77.650826,Taxi AC,2,5,58,43,598.37,0.246651,-0.027009,0.060836716,0.000729486,0.061566202,0.248125375,27.59154174
2529,19-07-2016 05:03,19.050261,72.865734,19.2254,72.859119,AC bus,,,4,34,77.09,-0.175139,0.006615,0.030673669,4.37582E-05,0.030717428,0.17526388,19.48934343
2530,15-12-2016 14:18,22.460013,88.406726,22.461172,88.433089,taxi non ac,6,12,0,7,87.59,-0.001159,-0.026363,1.34328E-06,0.000695008,0.000696351,0.026388464,2.934397234
2531,15-09-2016 04:28,13.081533,80.1969,,,bus,,,31,25,25.29,13.081533,80.1969,171.1265056,6431.54277,6602.669275,81.25681064,935.757343
2532,08-01-2016 13:40,13.100542,77.546631,12.89038,77.491544,Auto rickshaw,,,79,45,426.99,0.210162,0.055087,0.044168066,0.003034578,0.047202644,0.217261694,24.159541
2533,02-06-2016 22:47,,,19.202943,72.853837,metro,,,8,22,36,-19.202943,-72.853837,368.7530199,5307.681566,5676.434585,75.34211694,8378.4344
2534,15-04-2016 07:01,22.677401,88.433192,22.574338,88.391608,Bus,,,32,18,38.1,0.103063,0.041584,0.010621982,0.001729229,0.012351211,0.111136002,12.35832346
2535,04-01-2015 17:04,19.227014,72.866928,19.10039,72.844615,Metro,,,4,32,47.1,0.126624,0.022313,0.016033637,0.00049787,0.016531507,0.128574909,14.29752993
2536,10-03-2016 06:32,13.019334,80.253036,13.18861,80.16274,Taxi AC,4,13,40,27,374.47,-0.169276,0.090296,0.028654364,0.008153368,0.036807732,0.191853412,21.3349944
2537,13-10-2016 01:24,13.044628,77.622754,13.011885,77.716706,Taxi AC,27,3,8,30,418.45,0.032743,-0.093952,0.001072104,0.008826978,0.009899082,0.099494132,11.6374751
2538,01-09-2016 03:14,12.946634,80.248915,13.000498,80.145304,Taxi Non AC,21,14,19,27,296.62,-0.053864,0.103611,0.00290133,0.010735239,0.01363657,0.116775724,12.9854656
2539,13-07-2016 17:48,28.664824,77.190255,28.626036,77.225699,Metro,,,37,40,64.95,0.038788,-0.035444,0.001504509,0.001256277,0.002760786,0.052543183,5.8428195
2540,13-03-2015 12:34,25.371146,83.005033,25.289991,82.989756,auto rickshaw,,,13,35,537,0.081155,0.015277,0.006586134,0.000233387,0.006819521,0.08258039,9.182939329
2541,01-08-2015 19:21,13.066944,77.479113,12.948466,77.649964,mini Bus,,,29,41,32.84,0.118478,-0.170851,0.014037036,0.029190064,0.043227101,0.207911281,23.11973443
2542,26-09-2015 22:39,28.671973,77.10865,28.710141,77.038571,mini bus,,,54,41,62.7,-0.038168,0.070079,0.001456796,0.004911066,0.006367862,0.079798888,8.87363633
2543,17-01-2015 02:12,28.692576,77.208577,28.7704,76.96958,auto rickshaw,,,12,43,1108.87,-0.077824,0.238997,0.006056575,0.057119566,0.063176141,0.251348644,27.94996924
2544,14-06-2016 13:50,19.240499,72.85197,19.111659,72.874125,Mini Bus,,,25,30,66.39,0.12884,-0.022155,0.016599746,0.000490844,0.01709059,0.130730982,14.53728519
2545,16-03-2015 23:13,25.316064,82.988585,25.351071,82.996018,Taxi AC,15,15,33,19,557.33,-0.035007,-0.007433,0.00122549,5.52495E-05,0.00128074,0.035787422,3.979561271
2546,04-01-2016 07:21,19.206897,72.882325,19.200859,72.842374,taxi Non ac,11,15,20,43,773.13,0.006038,0.039951,3.64574E-05,0.001596082,0.00163254,0.040404701,4.4932727
2547,08-10-2015 01:48,13.036948,77.479651,12.926067,77.500878,Taxi AC,2,14,2,37,493.56,0.110881,-0.021227,0.012294596,0.000450586,0.012745182,0.11289456,12.5538758
2548,03-12-2015 18:11,25.287455,82.997781,25.375565,83.022229,AC Bus,,,72,39,105.26,-0.08811,-0.024448,0.007763372,0.000597705,0.008361077,0.091438924,1.168834
2549,13-03-2016 04:53,19.184924,72.853003,19.24821,72.87114,Metro,,,49,45,55.4,-0.063286,-0.018137,0.004005118,0.000328951,0.004334069,0.065833643,7.3271114
2550,10-12-2015 06:32,12.888006,77.645677,12.909232,77.566688,Mini bus,,,6,27,37.93,-0.021226,0.078989,0.000450543,0.006239262,0.006689805,0.081791229,9.9518473
2551,27-12-2015 00:07,28.755787,77.14057,28.605142,77.111793,Bus,,,25,30,59.46,0.150645,0.028777,0.022693916,0.000828116,0.023522032,0.15336894,17.5462613
2552,12-07-2015 21:59,28.742533,77.170926,28.56845,77.0679,bus,,,32,34,66.1,0.174083,0.103026,0.030304891,0.010614357,0.040919248,0.202285065,22.4949924
2553,07-04-2015 05:39,12.941589,80.133187,13.138113,80.139083,Bus,,,47,34,32.27,-0.196524,-0.005896,0.038621683,3.47628E-05,0.038656445,0.196612424,21.8633158
2554,20-12-2016 01:04,22.652676,88.375137,22.694148,88.427347,mini bus,,,16,16,47.76,-0.041472,-0.05221,0.001719927,0.002725884,0.004445811,0.066676914,7.414472856
2555,09-11-2015 10:02,22.672997,88.397912,22.700244,88.394106,Taxi AC,4,2,34,26,389.48,-0.027247,0.003806,0.000742399,1.44856E-05,0.000756885,0.027511537,3.59282868
2556,12-07-2015 19:28,22.537139,88.424389,22.533114,88.397519,mini bus,,,0,21,58.31,0.004025,0.02687,1.62006E-05,0.000721997,0.000738198,0.027169791,3.2128722
2557,06-09-2015 00:46,28.567615,77.199715,28.616502,77.149796,Metro,,,5,28,50.9,-0.048887,0.049919,0.002389939,0.002491907,0.004881845,0.069870203,7.769566624
2558,21-03-2015 05:07,12.951098,77.640195,12.953271,77.572503,metro,,,56,4,32.58,-0.002173,0.067692,4.72193E-06,0.004582207,0.004586929,0.067726869,7.53122784
2559,03-02-2015 10:32,19.020379,72.873302,19.15968,72.879801,Taxi non Ac,13,5,36,34,555.79,-0.139301,-0.006499,0.019404769,0.000042237,0.019447006,0.139452521,15.571233
2560,28-12-2016 07:36,28.72489,77.010032,28.750142,77.164552,AC Bus,,,23,18,90.29,-0.025252,-0.15452,0.000637664,0.02387643,0.024514094,0.156569773,17.4155879
2561,03-02-2016 01:49,19.065478,72.875592,19.036954,72.869561,AUTO RICKSHAW,,,40,43,896.24,0.028524,0.006031,0.000813619,0.000036373,0.000849992,0.029154614,3.241993114
2562,17-06-2016 22:47,22.661124,88.386139,22.596316,88.412266,Taxi AC,17,17,9,17,278.83,0.064808,-0.026127,0.004200077,0.00068262,0.004882697,0.069876298,7.77244314
2563,23-06-2015 05:47,13.117007,77.55489,12.960801,77.485465,Taxi AC,19,7,7,37,509.69,0.156206,0.069425,0.024400314,0.004819831,0.029220145,0.17093901,19.841789
2564,18-01-2016 22:52,13.076314,77.556028,13.099688,77.572476,mini Bus,,,15,43,33.25,-0.023374,-0.016448,0.000546344,0.000270537,0.000816881,0.028581123,3.17822854
2565,13-10-2015 00:47,22.554355,88.425981,22.73049,88.41825,metro,,,50,35,36.77,-0.176135,0.007731,0.031023538,5.97684E-05,0.031083307,0.176304585,19.656982
2566,21-08-2015 13:59,28.680078,77.190191,28.707702,77.07842,Taxi non ac,9,8,29,27,575.5,-0.027624,0.111771,0.000763085,0.012492756,0.013255842,0.115134017,12.829266
2567,06-02-2015 19:50,25.308857,83.021743,25.301621,82.992205,bus,,,74,40,49.12,0.007236,0.029538,5.23597E-05,0.000872493,0.000924853,0.030411398,3.381747479
2568,23-11-2016 09:49,19.034374,72.871826,19.155832,72.882305,auto rickshaw,,,3,16,168.84,-0.121458,-0.010479,0.014752046,0.000109809,0.014861855,0.121909209,13.556343
2569,23-03-2016 05:47,12.980284,77.488912,12.868201,77.628913,Metro,,,51,37,33.43,0.112083,-0.140001,0.012562599,0.01960028,0.032162879,0.179340121,19.94262142
2570,14-04-2015 16:11,19.208947,72.839701,19.031578,72.835979,Metro,,,26,25,37.01,0.177369,0.003722,0.031459762,1.38533E-05,0.031473615,0.177408048,19.72777492
2571,17-10-2015 01:21,13.075246,77.640131,12.970551,77.592901,ac bus,,,28,30,43.37,0.104695,0.04723,0.010961043,0.002230673,0.013191716,0.114855195,12.77189774
2572,13-12-2015 14:59,19.077119,72.872096,19.215986,72.855959,Bus,,,5,26,43.93,-0.138867,0.016137,0.019284044,0.000260403,0.019544446,0.139801454,15.54592165
2573,14-04-2016 09:23,25.310783,82.997924,,,taxi non Ac,19,4,67,44,936.67,25.310783,82.997924,640.6357361,6888.655388,7529.291124,86.77148797,9648.989462
2574,03-05-2015 21:32,12.897303,80.134085,13.171187,80.18781,AUTO RICKSHAW,,,24,34,353.47,-0.273884,-0.053725,0.075012445,0.002886376,0.077898821,0.279103603,31.363263
2575,08-02-2015 13:28,25.317383,83.024059,25.352769,83.009633,Mini Bus,,,21,22,100.3,-0.035386,0.014426,0.001252169,0.000208109,0.001460278,0.03821359,4.249351224
2576,23-10-2015 13:21,22.518429,88.380934,22.555808,88.385435,taxi ac,25,12,5,26,381,-0.037379,-0.004501,0.00139719,0.000020259,0.001417449,0.037649019,4.18657928
